Column1,Èý´ÓÐÖ-Èý´ÓµÜ,ÒåÄ¸-ÒåÅ®,ÒåÄ¸-Òå×Ó,Òå¸¸-ÒåÅ®,Òå¸¸-Òå×Ó,Ç×¼Ò-Ç×¼Ò,´Ó×æ¹Ã-´ÓÖ¶Ëï,´Ó×æÄ¸-´ÓËïÅ®,´Ó×æ¸¸-´ÓËïÅ®,´Ó×æ¸¸-´ÓËï×Ó,²®Ä¸-Ö¶Å®,²®Ä¸-Ö¶×Ó,²®¸¸-Ö¶Å®Ðö,²®¸¸-Ö¶Ï±,²®¸¸-Ö¶×Ó,ÐÖ-ÃÃ,ÐÖ-µÜ,¹«¹«-¶ùÏ±,ÑøÄ¸-ÑøÅ®,ÑøÄ¸-Ñø×Ó,Ñø¸¸-ÑøÅ®,Ñø¸¸-Ñø×Ó,ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,Êå-É©,ÊåÄ¸-Ö¶Å®,ÊåÄ¸-Ö¶×Ó,Êå¸¸-Ö¶Å®,Êå¸¸-Ö¶×Ó,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸µÜ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸µÜ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,ÌÃ²®-ÌÃÖ¶,ÌÃÐÖ-ÌÃÃÃ,ÌÃÐÖ-ÌÃµÜ,ÌÃ½ã·ò-ÌÃÄÚµÜ,ÌÃ½ã-ÌÃÃÃ,ÌÃ½ã-ÌÃµÜ,ÌÃ×æÄ¸-ÌÃÖ¶Ëï,ÌÃ×æ¸¸-ÌÃÖ¶Ëï,ÍâÔø×æÄ¸-ÍâÔøËï,ÍâÔø×æ¸¸-ÍâÔøËï,Íâ×æÄ¸-ÍâËïÅ®,Íâ×æÄ¸-ÍâËï×Ó,Íâ×æ¸¸-ÍâËïÅ®,Íâ×æ¸¸-ÍâËï×Ó,·ò-ÆÞ,ÃÃ·ò-ÆÞ½ã,½ã·ò-ÃÃ·ò,½ã·ò-ÆÞµÜ,½ã-ÃÃ,½ã-µÜ,¹Ã-É©,¹ÃÄ¸-Ö¶Å®,¹ÃÄ¸-Ö¶×Ó,¹Ã¸¸-Ö¶×Ó,¹Ã±íÐÖ-¹Ã±íÃÃ,¹Ã±íÐÖ-¹Ã±íµÜ,¹Ã±í½ã-¹Ã±íÃÃ,¹Ã±í½ã-¹Ã±íµÜ,ÒÌÄ¸-ÍâÉû,ÒÌÄ¸-ÍâÉûÅ®,ÒÌ¸¸-ÍâÉû,ÒÌ±íÐÖ-ÒÌ±íÃÃ,ÒÌ±íÐÖ-ÒÌ±íµÜ,ÒÌ±í½ã-ÒÌ±íÃÃ,ÒÌ±í½ã-ÒÌ±íµÜ,ÆÅÆÅ-¶ùÏ±,ÔÀÄ¸-Å®Ðö,ÔÀ¸¸-Å®Ðö,¸ÉÂè-¸ÉÅ®¶ù,¸Éµù-¸É¶ù×Ó,Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸µÜ,µÜÏ±-²®,×å²®Êå-×åÖ¶,×å½ã-×åÃÃ,Ôø×æÄ¸-ÔøËïÅ®,Ôø×æÄ¸-ÔøËï×Ó,Ôø×æ¸¸-ÔøËïÅ®,Ôø×æ¸¸-ÔøËï×Ó,Ä¸-Å®,Ä¸-×Ó,¸¸-Å®,¸¸-×Ó,×æÏÈ-ºó´ú,×æÄ¸-ËïÅ®,×æÄ¸-Ëï×Ó,×æ¸¸-ËïÅ®,×æ¸¸-Ëï×Ó,¼ÌÐÖ-¼ÌÃÃ,¼ÌÐÖ-¼ÌµÜ,¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,¼Ì½ã-¼ÌÃÃ,¼Ì½ã-¼ÌµÜ,¼ÌÄ¸-¼ÌÅ®,¼ÌÄ¸-¼Ì×Ó,¼Ì¸¸-¼ÌÅ®,¼Ì¸¸-¼Ì×Ó,¼Ì×æÄ¸-¼ÌËïÅ®,¼Ì×æÄ¸-¼ÌËï×Ó,¼Ì×æ¸¸-¼ÌËïÅ®,¼Ì×æ¸¸-¼ÌËï×Ó,¾Ë¹«-ÉûËï,¾ËÄ¸-ÍâÉû,¾ËÄ¸-ÍâÉûÅ®,¾Ë¸¸-ÍâÉû,¾Ë¸¸-ÍâÉûÅ®,¾Ë¸¸-ÉûÅ®Ðö,¾Ë±íÐÖ-¾Ë±íµÜ,¾Ë±í½ã-¾Ë±íÃÃ,¾Ë±í½ã-¾Ë±íµÜ,±íÐÖ-±íµÜ,±í½ã-±íÃÃ,±í½ã-±íµÜ,±íÉ©-±íÐ¡Êå,¸ß×æÄ¸-ÐþËï,¸ß×æ¸¸-ÐþËï
²®¸¸-Ö¶Ï±,0.184241607,-0.017249956,-0.08640631,-0.120949404,-0.145818446,-0.141316754,0.017819793,-0.077691605,0.169867331,-0.238642054,0.060554625,-0.147527109,-0.007324153,1,-0.186375207,-0.155040628,0.149358345,-0.096052262,0.073213197,0.136846347,-0.073211551,0.062024884,0.070981202,-0.27041566,0.097327825,-0.206604307,0.081427107,0.119536608,0.18419937,-0.218263322,-0.014877871,-0.092706373,-0.034840204,-0.212627209,-0.18099866,-0.111782631,-0.139041349,-0.135211687,0.344744441,0.198183644,-0.267060089,0.160891127,0.09706576,0.413985218,-0.117001059,0.001379081,0.044586229,0.018916778,-0.027625415,-0.072852758,-0.033108053,-0.032418702,-0.199533351,0.242643418,-0.08087835,0.006363487,0.322541961,0.034382932,-0.042754941,-0.00259853,-0.186230397,-0.057289689,0.365602628,-0.125921258,-0.016058786,-0.191171722,-0.126689053,-0.128942367,-0.013118341,-0.305506981,0.15044222,-0.177228368,-0.017635769,0.259561105,0.119463053,0.047394291,-0.18903905,-0.120237381,0.110825274,-0.020637996,-0.108501935,0.096796649,0.040816917,-0.059201935,-0.060304321,-0.021528024,-0.044349189,0.022621138,0.073519384,0.30627182,0.128193349,0.014432599,0.294529373,0.057497449,-0.146957397,-0.03097249,-0.015201684,0.013416076,-0.040534026,-0.034141542,0.229021866,-0.024739645,0.060387938,-0.073668377,0.172744001,0.130696595,-0.101607453,0.103052937,-0.069393694,0.155669594,0.27135443,-0.177243538,0.210216501,0.128593859,-0.368655855,-0.297505641,-0.218719466,0.019731957,0.173710923,-0.065811017,-0.272610057,-0.018591983,0.189061333
²®¸¸-Ö¶×Ó,-0.008959963,0.194996911,0.444616712,0.413328555,0.38538144,0.171452389,-0.116739884,-0.365460527,0.046044594,0.019424346,-0.487728638,-0.009567859,-0.012338791,-0.186375207,1,-0.12853426,-0.117921906,0.376324433,-0.086006793,0.131206537,0.317788684,-0.399697538,0.441420372,-0.237626118,0.163975273,0.600848237,-0.180471035,-0.327639893,0.09295441,0.450749268,0.09105952,-0.003057508,0.09508387,0.132322664,0.1100988,0.278900571,-0.103382127,0.311164189,-0.340061487,-0.317995407,0.473898888,0.227518178,0.14700304,-0.23075563,-0.318048891,-0.218053603,-0.241193442,0.09888537,-0.373672444,0.152521789,0.006162808,-0.032322246,-0.059145848,-0.188958711,-0.00797714,-0.297620822,-0.427335259,0.254447449,0.306321713,0.07464582,0.434571321,-0.143237627,0.001380265,-0.223426323,-0.262723179,0.14348633,-0.069877,-0.269069998,-0.203777481,0.443928035,0.265553296,0.29872562,0.498471382,-0.20159759,-0.454294286,-0.258422605,0.183891196,-0.3338144,0.51026546,-0.213596812,-0.310798157,0.118346374,-0.220109422,0.199503387,0.000148665,0.073305465,0.019201554,0.29920375,0.024251049,0.019501483,-0.388468577,-0.294735826,-0.291721455,-0.28561299,0.299698849,0.010162746,-0.317085597,0.253643341,-0.104511161,0.373743818,0.213795642,0.339907389,0.33590209,0.361553165,-0.227016399,0.140364896,-0.035949832,-0.246760836,0.524192162,0.412611725,-0.319757134,-0.062513346,-0.287058254,-0.27937794,0.208940149,-0.367435284,-0.436944566,-0.168958379,-0.272957232,0.333129553,0.074305854,-0.148194727,-0.521396304
ÐÖ-ÃÃ,-0.187881504,0.058604623,-0.230156924,-0.446337948,-0.222664879,0.231092359,0.135065106,0.036252454,0.217850422,0.322014748,-0.053771049,-0.503911802,-0.426150986,-0.155040628,-0.12853426,1,0.512089257,-0.377310986,0.053164155,-0.450783254,-0.295373206,0.509344884,-0.480512208,-0.16805428,0.012975095,-0.243359943,0.490623356,0.260763452,-0.185409171,-0.250623706,-0.272802482,-0.198085314,-0.458778763,0.081993084,-0.15160803,0.185884372,0.622991028,0.028145891,-0.184021514,0.270644197,0.189112711,-0.097005791,0.138719172,0.546468773,0.158207661,0.482234144,0.553366671,-0.079173515,-0.100399637,0.328682705,-0.499650406,-0.487974502,0.063928767,0.666658489,0.518935638,0.2033174,0.432219902,0.0540735,-0.578665433,-0.436091351,-0.417805924,0.248753872,0.006422205,-0.377258619,0.046330882,0.326066111,0.64272463,-0.356438516,0.17803574,0.203473612,-0.358409688,-0.541247387,-0.523855528,0.270358911,0.100216589,-0.046669934,-0.067866365,0.177215309,-0.427348464,0.013549454,0.134332918,0.335429654,0.350426467,0.309517856,0.323009448,0.508705175,0.459712738,0.176684086,0.583873189,0.041208908,0.465477443,0.15670937,-0.031436385,0.530209394,-0.55991819,0.226930005,-0.314268434,-0.452429783,-0.167352203,-0.30007165,-0.274090456,-0.510463324,-0.414235783,-0.345923753,-0.382764749,-0.599641685,-0.471309838,0.389097987,-0.129718066,0.275629602,-0.130225727,-0.140426594,0.315258736,0.332535054,0.314268991,0.183197172,0.206092127,0.47141272,0.470607669,0.356950047,0.424278755,-0.320021137,0.201404331
ÐÖ-µÜ,-0.069826379,-0.104818653,-0.139682475,-0.477675018,-0.08354034,0.514608118,-0.294081009,-0.264376845,0.392514216,-0.046397913,0.008086917,-0.551680719,-0.482780501,0.149358345,-0.117921906,0.512089257,1,-0.034108393,0.047769744,-0.093633496,-0.370930049,0.19347747,-0.139270912,0.079006638,0.052798007,-0.122429301,0.222289629,0.063308969,0.066500589,-0.111091677,-0.106337,-0.089295671,-0.140951148,0.251852269,-0.089190558,0.099596824,0.440129759,-0.07335287,0.106684239,0.402318044,0.222054705,-0.14936904,0.307847988,0.393097576,-0.144423207,0.305540481,0.219457566,-0.318591537,-0.061733644,0.433602339,-0.378060091,-0.093582345,0.246673335,0.654414906,0.563922573,0.098078667,0.273642824,0.271700322,-0.412964097,-0.319641831,-0.247819423,0.262018937,0.425851,-0.589537148,0.103517061,0.04658157,0.588405326,-0.334531482,0.240115603,0.152253822,0.206986397,-0.439579669,-0.304742325,0.12280954,-0.032717975,0.241160973,-0.081726638,0.202305281,-0.291473353,-0.369125705,-0.155251871,0.352982633,-0.06262892,0.115376234,-0.072686568,0.547761271,0.164490895,0.096360761,0.368270041,-0.186022076,0.070163925,-0.200709658,-0.420834004,0.184433499,-0.300302444,0.423024024,-0.149194069,-0.301899827,0.289644133,0.125744815,0.064729041,-0.292822207,-0.189476203,-0.245807013,-0.471908301,-0.439179764,-0.55086861,0.061859682,0.105181177,0.163666462,-0.10171778,-0.356984122,-0.008472108,-0.013372606,0.315277744,0.159361947,-0.045966684,0.518847429,0.558500132,0.457596594,0.346145862,-0.684712403,0.076336709
¹«¹«-¶ùÏ±,-0.09366175,-0.15777323,0.109202997,0.204437229,0.282904876,-0.048574903,-0.262476736,-0.039381026,0.401854566,-0.138289632,-0.163003251,0.167947372,0.246780096,-0.096052262,0.376324433,-0.377310986,-0.034108393,1,-0.154817934,0.255334248,0.228127257,-0.170261524,0.371033841,0.011937669,0.039403409,0.392637684,-0.453817696,-0.366842657,0.038025593,0.333762651,0.068073567,-0.024095321,0.22161222,-0.102145998,0.023481637,-0.271320482,-0.378831249,0.018928035,-0.179332264,-0.310249962,0.243049814,0.363044326,0.266072557,-0.339905738,-0.195042022,-0.262913261,-0.371404615,-0.153873997,-0.238466632,-0.0584885,-0.082532207,0.209375958,0.050912462,-0.286517503,0.041943929,-0.186248187,-0.35170049,0.515788371,0.304021841,0.087169899,0.244227736,-0.094740661,-0.086399432,-0.046542017,-0.248292901,0.014403002,-0.369652176,-0.05428686,-0.30814134,0.024123329,0.568838072,0.441731844,0.4692076,-0.152117338,-0.230649393,-0.119249961,0.083745494,-0.519716961,0.311437391,0.015587972,-0.195008415,0.262061987,0.050686499,0.15662416,-0.089207459,0.301453067,0.091374395,0.154680786,-0.027362699,-0.184291142,-0.40148181,-0.089594096,-0.040335431,-0.233504601,0.174614475,-0.396320397,-0.164204831,0.291603228,-0.02586709,0.372071284,0.07377143,0.262082714,0.268482711,0.464635516,-0.277359093,0.205921583,-0.077047733,-0.10708847,0.611326791,-0.025102463,-0.181160757,0.041851162,-0.322167466,-0.43289342,0.156808414,-0.248616638,-0.21376883,-0.366893742,-0.313111812,0.317358561,-0.336077017,-0.084789737,-0.298963609
ÑøÄ¸-ÑøÅ®,0.124535142,0.385031714,0.286780253,-0.045019836,0.120345457,-0.06971688,0.042746598,-0.269883529,-0.088531444,0.220360613,-0.053214056,-0.419692872,0.273838615,0.073213197,-0.086006793,0.053164155,0.047769744,-0.154817934,1,0.068428203,-0.063077507,0.082628073,0.019371289,-0.140592051,-0.31327665,-0.050409721,0.221753651,0.162938304,0.155300929,-0.01566955,-0.080209036,0.11192502,0.010791034,0.121809189,0.02283242,-0.090893664,0.182384285,0.018213306,-0.33521698,-0.076321603,0.125481959,0.15491151,-0.065376746,0.160818758,-0.038165225,0.322808818,0.072127639,0.087573646,0.03352046,0.237488327,0.051292796,-0.266745044,0.02294955,0.181604731,0.0599535,0.012613145,-0.072802672,-0.147848876,-0.272704597,-0.396880178,0.008430417,-0.243356624,-0.166719789,-0.288363338,-0.020821018,-0.031767631,0.353048113,-0.179852869,-0.247305482,-0.085716136,-0.354345152,-0.100178922,-0.21141425,-0.085617128,0.008067364,-0.190559182,-0.255262786,-0.146010216,-0.309996576,0.000220219,0.045831814,0.144792562,0.214886916,0.067255149,-0.00629088,0.073166006,-0.009616706,0.273282253,0.067770457,-0.018357329,0.084479509,0.290691132,-0.123218609,0.160763017,-0.08101507,0.266328819,-0.193687755,-0.194962126,-0.203720479,0.062014141,0.015877813,-0.05049178,0.07598074,-0.09031987,-0.095152506,0.194925619,-0.036203213,-0.005684995,-0.019771991,0.076112991,0.170280841,-0.187369134,-0.003481616,0.241495721,-0.146466768,-0.013034895,0.018813553,0.272954304,-0.040126113,0.122008468,0.088091641,-0.176839892,-0.042434094
ÑøÄ¸-Ñø×Ó,0.065876378,-0.273292624,0.207364869,0.369200382,0.500595365,-0.205469086,-0.003218035,-0.197891436,-0.289136777,-0.248318361,-0.341803349,0.252570087,0.171070599,0.136846347,0.131206537,-0.450783254,-0.093633496,0.255334248,0.068428203,1,0.53961392,-0.331281086,0.683263171,-0.206948091,-0.380690064,0.029734521,-0.395392362,-0.314086731,0.710088977,0.613745748,0.705068961,0.490082307,0.837462311,-0.230860921,0.485768272,-0.205020309,-0.436627445,0.247181946,0.064978876,-0.501851755,0.143269892,0.039153414,-0.211369913,-0.579974595,0.04160555,-0.432104856,-0.360579366,-0.332572405,-0.368250131,-0.069011239,0.352339949,0.302666329,-0.229611102,-0.319253081,-0.142036058,-0.100941995,-0.514804237,-0.119625837,0.404377022,0.350152781,0.461076827,-0.573738709,-0.098341267,0.031836297,-0.463960019,-0.497936069,-0.461392829,0.108946136,-0.318070693,-0.288501715,0.443264343,0.412415436,0.575912988,-0.428016068,-0.31867138,-0.121100519,0.031645269,-0.398532587,0.178480516,-0.187776398,-0.175015887,-0.228853978,-0.275695105,-0.311873714,-0.480415598,-0.203892894,-0.011572985,0.002893695,-0.331658354,-0.227808688,-0.532183321,-0.220123751,-0.263996574,-0.611487224,0.6154919,-0.063309514,-0.187496006,0.410598674,0.382427369,0.569223436,0.497288163,0.783495993,0.595018218,0.463496008,0.120986796,0.737960767,0.527784691,-0.093545946,0.157508264,-0.17529976,-0.287927004,-0.06925053,-0.074868038,0.065171397,-0.244240887,-0.360373502,-0.247924072,-0.438431293,-0.522551298,-0.168098348,-0.269054056,0.055364034,-0.466477057
Ñø¸¸-ÑøÅ®,-0.144649768,-0.037411706,0.412896,0.492498854,0.340530054,-0.183307846,0.248686866,-0.073678475,-0.407554703,-0.324343315,-0.376628661,0.218850148,0.157206636,-0.073211551,0.317788684,-0.295373206,-0.370930049,0.228127257,-0.063077507,0.53961392,1,-0.071828792,0.425293073,-0.3350272,-0.223789839,0.261756385,-0.252403413,-0.170656445,0.188338634,0.503714255,0.344956465,0.207559808,0.437484553,0.048352258,0.336743,-0.170647827,-0.466065036,0.247861805,0.020480883,-0.602829847,0.009265406,0.116154459,-0.185081501,-0.451013394,0.241848874,-0.499802077,-0.214910286,-0.202051672,-0.354000031,-0.108593195,0.347180295,0.222212074,-0.003067824,-0.376753616,-0.201178916,-0.181001957,-0.451536413,-0.072441746,0.540422577,0.447530695,0.578413191,-0.380288779,-0.398198897,0.039244425,-0.587600136,-0.325734394,-0.416638325,-0.089335872,-0.394767862,-0.17253608,0.323754444,0.48065392,0.710003789,-0.264083394,-0.15618094,-0.148808849,0.22604055,-0.419400493,0.312640475,-0.253259834,-0.153882554,-0.303719897,-0.313147587,-0.043933172,-0.140744285,-0.28916462,-0.134320907,0.185181266,-0.237808783,-0.239453414,-0.377372416,-0.230974743,-0.233998875,-0.451755728,0.563285804,-0.161470424,-0.337411085,0.377933895,0.226351964,0.385080762,0.413509128,0.533680815,0.658698241,0.509903122,0.23448588,0.462185783,0.63759176,0.089199816,0.092562788,-0.014157731,-0.335404678,0.285264239,0.177013616,0.21480627,-0.288932296,-0.523348866,-0.262024924,-0.569371424,-0.568892778,-0.162283331,-0.176031668,0.347459642,-0.405674864
Ñø¸¸-Ñø×Ó,-0.373173376,0.104544064,-0.118611445,-0.365661418,-0.262076267,-0.130237912,0.221111485,0.497253945,0.231247785,-0.000906633,0.288147073,-0.328099761,-0.31157896,0.062024884,-0.399697538,0.509344884,0.19347747,-0.170261524,0.082628073,-0.331281086,-0.071828792,1,-0.506165764,-0.121125983,0.010177038,-0.358952587,0.533532277,0.240884744,-0.494420792,-0.376714122,-0.506342817,-0.253923506,-0.440164563,-0.100560523,-0.272446791,-0.225562899,0.257125459,-0.507022753,-0.135606893,0.094098751,-0.315109079,0.008635989,0.148589646,0.560575156,0.43123084,0.257501184,0.665611478,-0.087925506,0.202357126,0.220398026,-0.455657921,-0.585074904,-0.020577133,0.382419968,0.13752253,-0.096943709,0.543114036,0.061508601,-0.595537338,-0.513372951,-0.607997664,0.017978297,-0.251167804,-0.110435278,0.217973489,0.171984424,0.378340949,-0.476242155,-0.126704351,-0.393074128,-0.0670997,-0.460656367,-0.351562482,0.428377309,0.196200801,-0.04592085,-0.116853654,0.073999364,-0.506472051,0.218985816,-0.09725814,0.332717848,0.292578191,0.381155684,0.450080714,0.456801384,0.376957864,0.215650252,0.562709258,0.154818104,0.703805941,0.439586925,0.250608208,0.53487117,-0.622616249,-0.142446025,0.039671895,-0.456318812,-0.351818226,-0.404797592,-0.074752524,-0.476348245,-0.164246048,-0.141187766,-0.172509918,-0.315926666,-0.246839662,0.66483338,-0.104151473,0.235472522,0.04801248,0.275903896,0.40071926,0.42059493,-0.233592979,0.07248976,0.334840082,0.052150011,0.281255615,0.054438132,0.138065718,0.09464407,0.460439505
ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,0.236425447,-0.147677167,0.355253893,0.485108922,0.425339697,-0.05465133,-0.231664941,-0.347283362,-0.173388315,-0.323530943,-0.353319547,0.112619855,0.164720923,0.070981202,0.441420372,-0.480512208,-0.139270912,0.371033841,0.019371289,0.683263171,0.425293073,-0.506165764,1,-0.042207686,-0.246270688,0.425947103,-0.527351179,-0.320832122,0.560608751,0.607812675,0.488213244,0.509243737,0.599622941,-0.020684887,0.296951531,-0.126484137,-0.494765615,0.373024569,-0.081385536,-0.37132988,0.261452972,0.191859614,0.006892465,-0.539805387,-0.343563995,-0.502310399,-0.576106021,-0.214072437,-0.483532487,0.099841225,0.518749506,0.407688297,-0.125780088,-0.331272455,-0.276386528,-0.073404596,-0.460339701,0.076731153,0.418444066,0.313404943,0.561386795,-0.353978407,0.014151351,-0.131705247,-0.385361033,-0.350058054,-0.364037224,0.144105421,-0.130957789,0.079775477,0.342371121,0.324480769,0.605103718,-0.475539955,-0.351961565,-0.166029766,0.019967149,-0.382995791,0.313149876,-0.307184756,-0.22552469,-0.128959564,-0.328202701,-0.21148999,-0.424983613,-0.173685183,-0.154614608,0.02143717,-0.412053816,-0.194262445,-0.671925013,-0.328314894,-0.291356223,-0.612781751,0.571096036,-0.129558995,-0.238816117,0.336776386,0.254320318,0.634488775,0.264469807,0.630437904,0.433569343,0.324340476,0.070951664,0.637063565,0.282103891,-0.267838712,0.423841374,0.121825465,-0.250427602,-0.181164949,-0.316884812,-0.251335438,-0.015384542,-0.284371884,-0.345590928,-0.305999757,-0.364293323,0.005636493,-0.253693933,-0.004239221,-0.437448615
Êå-É©,0.0022369,0.098336948,-0.089402338,-0.041412562,-0.151345553,0.155910484,-0.465546456,0.15111072,-0.043866765,-0.134976656,0.376434307,0.200614408,0.05738552,-0.27041566,-0.237626118,-0.16805428,0.079006638,0.011937669,-0.140592051,-0.206948091,-0.3350272,-0.121125983,-0.042207686,1,0.049005492,0.017124631,0.00576501,-0.224760168,-0.206678741,-0.143944294,-0.20854759,-0.006447846,0.051052425,0.24585114,-0.05050947,-0.008576945,-0.028559932,-0.236637963,0.028661008,0.314208082,-0.001088221,-0.415326711,0.084948204,-0.062752417,-0.32357152,0.032211224,-0.127015464,0.000344157,0.297873941,0.124808441,0.115231213,0.391364657,0.142341286,0.004557052,-0.201688303,-0.151143069,-0.126274494,-0.017208422,-0.00528734,-0.071413153,-0.11396869,0.214698454,0.180701876,0.241263344,0.432990391,0.090834484,0.070025968,0.267172136,0.48851599,0.247673586,-0.008257192,-0.158565549,-0.088331099,-0.137360178,-0.068331081,0.097525829,-0.008976872,0.43788595,-0.100204556,0.013787724,-0.082609706,-0.346729226,-0.197557116,-0.075131569,0.054321545,-0.139105535,-0.17932019,-0.178946245,-0.141442346,-0.1282032,-0.021886366,0.126970828,0.033941165,0.011971874,-0.032085741,0.096310458,0.40525656,-0.064317673,0.074783296,0.015837391,-0.266029151,-0.18830831,-0.179859736,-0.154374199,0.054069362,-0.032887951,-0.193476389,-0.213707498,-0.112041902,-0.307201166,0.326878567,-0.149707907,-0.454890552,-0.500230902,0.228409454,0.507309798,0.344385132,0.169935124,0.008548705,-0.130837487,0.204632377,-0.021153729,0.145548167
ÊåÄ¸-Ö¶Å®,0.138706023,0.062107445,-0.110175802,-0.147221485,-0.23433821,-0.10187312,-0.23559752,0.084488103,0.282477763,0.096275126,0.010814778,0.084525342,-0.034446046,0.097327825,0.163975273,0.012975095,0.052798007,0.039403409,-0.31327665,-0.380690064,-0.223789839,0.010177038,-0.246270688,0.049005492,1,0.062657903,-0.028331788,0.265792443,-0.212498816,-0.333493986,-0.417298607,-0.505774335,-0.483324293,-0.327947887,-0.475096062,0.407813878,-0.027237857,-0.019758634,0.174944576,0.268559643,-0.104866443,-0.127594121,0.308189641,0.187339237,-0.136229544,0.041839861,0.220141874,0.365127684,0.154499196,-0.076152227,-0.192716506,0.037553234,0.071336213,-0.155454632,-0.132946193,0.110489301,0.326535385,0.142429806,0.052316602,-0.018673422,-0.182393031,0.199457106,0.123393601,-0.052904907,0.175001664,0.163985138,-0.122623425,-0.112372889,0.23850513,0.029070044,0.206958807,-0.218580269,-0.03319105,0.386427839,0.067826633,0.032673089,0.089930003,-0.077134486,0.053688269,0.024614328,-0.039512581,0.037475434,-0.137585266,0.339971557,0.519237847,0.059035943,-0.015421774,0.028632637,0.271272073,0.408489283,0.120094561,-0.159102875,0.110160152,0.30921461,-0.305811236,-0.184823671,0.188905921,0.071401777,-0.112567224,-0.114944928,-0.053478244,-0.206695332,-0.157360094,-0.034252688,-0.066160976,-0.382000555,-0.31433023,0.090082055,0.176225094,0.128071511,0.098574981,-0.03714306,0.11101944,-0.374054279,0.0730122,-0.06565832,-0.223179567,-0.095311891,0.259322474,-0.020046312,-0.188020816,-0.124544949,0.229868591
ÊåÄ¸-Ö¶×Ó,-0.117742117,0.11588838,0.352005415,0.432657814,0.400449211,0.21059532,-0.245410852,-0.183086615,0.147055368,0.003123164,-0.384774748,-0.002811201,-0.046666032,-0.206604307,0.600848237,-0.243359943,-0.122429301,0.392637684,-0.050409721,0.029734521,0.261756385,-0.358952587,0.425947103,0.017124631,0.062657903,1,-0.21484831,-0.426874408,-0.060599734,0.337960559,-0.053311627,-0.163970672,0.073390902,0.390092751,0.076272581,-0.072742517,-0.216560395,-0.034847453,-0.438089861,-0.282896249,0.374604532,0.270824015,0.180438354,-0.239311673,-0.336079242,-0.084183708,-0.191875605,0.062332323,-0.307887409,0.199901008,0.189350335,0.033208431,-0.029705703,-0.121595472,-0.104223743,-0.387412576,-0.368417394,0.383444107,0.301762693,0.017478257,0.590415229,-0.107418796,-0.000213015,-0.135285404,-0.165839634,0.170036775,-0.037942484,-0.166908079,-0.098056445,0.412003634,0.130722554,0.322974236,0.402474292,-0.281977489,-0.474704291,-0.326837015,-0.121958039,-0.35858275,0.435357783,-0.221425119,-0.379707883,0.162126829,-0.146887305,0.231273312,0.024988642,0.163299738,-0.035054379,0.373790712,-0.036028034,-0.218335283,-0.348915312,-0.215729202,-0.300290921,-0.296971991,0.317543946,-0.046144949,-0.158384288,0.217475308,-0.074498286,0.477211127,0.247081151,0.259761576,0.208412368,0.383876843,-0.080082669,0.155322018,-0.022094861,-0.264872136,0.624623257,0.268216127,-0.322008914,0.168641231,-0.24249432,-0.395083521,0.143396642,-0.351694005,-0.428574587,-0.129003156,-0.276536841,0.285316038,0.076553777,-0.02567919,-0.395880516
